condition_mesh_terms	Days	MeshSystem
Anemia	275	Hemic and Lymphatic
Heart Failure	1075	Cardiovascular
Arthritis	792	Musculoskeletal
Hepatitis	1193	Digestive System
Keratoconjunctivitis Sicca	304	Eye
Dry Eye Syndromes	304	Eye
Irritable Bowel Syndrome	153	Digestive System
Virus Diseases	329	Infections
Epilepsy	731	Nervous System
Depressive Disorder	639	Mental Disorders
Anxiety Disorders	639	Mental Disorders
Motor Neuron Disease	983	Nervous System
Glioma	1478	Neoplasms
Cholangiocarcinoma	1478	Neoplasms
Parkinson Disease	609	Nervous System
Mesothelioma	731	Neoplasms
Heart Failure	495	Cardiovascular
Depressive Disorder	1216	Mental Disorders
Leukemia	1180	Neoplasms
Myelodysplastic Syndromes	1180	Hemic and Lymphatic
Neoplasms	1180	Neoplasms
Premature Birth	1339	Female
Cholangiocarcinoma	1037	Neoplasms
Leukemia	905	Neoplasms
Migraine Disorders	335	Nervous System
Hypercholesterolemia	306	Nutritional and Metabolic
Depressive Disorder	1034	Mental Disorders
Depressive Disorder	397	Mental Disorders
Leukemia	1512	Neoplasms
Dermatitis	701	Skin and Connective Tissue
Eczema	701	Skin and Connective Tissue
Schizophrenia	392	Mental Disorders
Myelodysplastic Syndromes	851	Hemic and Lymphatic
Schizophrenia	689	Mental Disorders
Glioblastoma	1031	Neoplasms
Hepatitis	245	Digestive System
Cognitive Dysfunction	639	Mental Disorders
Leukemia	1514	Neoplasms
Arthritis	1218	Musculoskeletal
Psoriasis	1218	Skin and Connective Tissue
Depressive Disorder	1511	Mental Disorders
Macular Degeneration	777	Eye
Virus Diseases	527	Infections
Motor Neuron Disease	701	Nervous System
Osteoarthritis	589	Musculoskeletal
Glaucoma	367	Eye
Ocular Hypertension	367	Eye
Hypertension	367	Cardiovascular
Melanoma	1436	Neoplasms
Irritable Bowel Syndrome	456	Digestive System
Leukemia	1149	Neoplasms
Osteoarthritis	488	Musculoskeletal
Leukemia	1065	Neoplasms
Psychotic Disorders	1247	Mental Disorders
Hepatitis	923	Digestive System
Lung Diseases	243	Respiratory Tract
Migraine Disorders	243	Nervous System
Hypercholesterolemia	608	Nutritional and Metabolic
Acne Vulgaris	305	Skin and Connective Tissue
Tuberculosis	914	Infections
Lung Diseases	213	Respiratory Tract
Melanoma	518	Neoplasms
Neuroendocrine Tumors	1487	Neoplasms
Liver Diseases	439	Digestive System
Fatty Liver	439	Digestive System
Non-alcoholic Fatty Liver Disease	439	Digestive System
Sarcoma	867	Neoplasms
Lung Diseases	422	Respiratory Tract
Attention Deficit Disorder with Hyperactivity	274	Mental Disorders
Heart Failure	610	Cardiovascular
Virus Diseases	553	Infections
Glioblastoma	639	Neoplasms
Colitis	517	Digestive System
Autistic Disorder	213	Mental Disorders
Carcinoma	1003	Neoplasms
Autistic Disorder	1492	Mental Disorders
Virus Diseases	839	Infections
Metabolic Syndrome	550	Nutritional and Metabolic
Epilepsy	419	Nervous System
Psoriasis	317	Skin and Connective Tissue
Dermatitis	408	Skin and Connective Tissue
Eczema	408	Skin and Connective Tissue
Crohn Disease	1372	Digestive System
Graft vs Host Disease	932	Immune System
Epilepsy	453	Nervous System
Epilepsy	183	Nervous System
Depressive Disorder	120	Mental Disorders
Anxiety Disorders	120	Mental Disorders
Adenocarcinoma	1173	Neoplasms
Hepatitis	1156	Digestive System
Arthritis	182	Musculoskeletal
Hypertension	652	Cardiovascular
Primary Myelofibrosis	564	Hemic and Lymphatic
Melanoma	1077	Neoplasms
Psoriasis	153	Skin and Connective Tissue
Arthritis	1127	Musculoskeletal
Crohn Disease	854	Digestive System
Lung Diseases	961	Respiratory Tract
Osteoarthritis	153	Musculoskeletal
Hepatitis	335	Digestive System
Neoplasms	1279	Neoplasms
Dermatitis	335	Skin and Connective Tissue
Eczema	335	Skin and Connective Tissue
Leukemia	1217	Neoplasms
Leukemia	3225	Neoplasms
Virus Diseases	636	Infections
Liver Diseases	883	Digestive System
Fatty Liver	883	Digestive System
Non-alcoholic Fatty Liver Disease	883	Digestive System
Malaria	153	Infections
Colitis	1096	Digestive System
Virus Diseases	335	Infections
Macular Degeneration	685	Eye
Psoriasis	213	Skin and Connective Tissue
Hepatitis	996	Digestive System
Osteoarthritis	550	Musculoskeletal
Attention Deficit Disorder with Hyperactivity	579	Mental Disorders
Adenocarcinoma	577	Neoplasms
Cardiovascular Diseases	731	Cardiovascular
Hypercholesterolemia	548	Nutritional and Metabolic
Heart Failure	516	Cardiovascular
Carcinoma	1187	Neoplasms
Autistic Disorder	746	Mental Disorders
Motor Neuron Disease	1795	Nervous System
Colitis	1245	Digestive System
Hypercholesterolemia	151	Nutritional and Metabolic
Acne Vulgaris	304	Skin and Connective Tissue
Psoriasis	1385	Skin and Connective Tissue
Dermatitis	394	Skin and Connective Tissue
Eczema	394	Skin and Connective Tissue
Carcinoma	1400	Neoplasms
Parkinson Disease	427	Nervous System
Heart Failure	516	Cardiovascular
Hepatitis	1270	Digestive System
Osteoarthritis	487	Musculoskeletal
Dermatitis	791	Skin and Connective Tissue
Eczema	791	Skin and Connective Tissue
Adenocarcinoma	836	Neoplasms
Hepatitis	427	Digestive System
Virus Diseases	427	Infections
Acne Vulgaris	883	Skin and Connective Tissue
Dermatitis	821	Skin and Connective Tissue
Eczema	821	Skin and Connective Tissue
Hypertension	122	Cardiovascular
Neoplasms	611	Neoplasms
Keratoconjunctivitis Sicca	304	Eye
Dry Eye Syndromes	304	Eye
Liver Diseases	366	Digestive System
Fatty Liver	366	Digestive System
Non-alcoholic Fatty Liver Disease	366	Digestive System
Colitis	603	Digestive System
Hepatitis	367	Digestive System
Hypertension	431	Cardiovascular
Acne Vulgaris	244	Skin and Connective Tissue
Epilepsy	893	Nervous System
Cholangiocarcinoma	695	Neoplasms
Depressive Disorder	243	Mental Disorders
Carcinoma	1096	Neoplasms
Schizophrenia	397	Mental Disorders
Tuberculosis	784	Infections
Dermatitis	609	Skin and Connective Tissue
Eczema	609	Skin and Connective Tissue
Psychotic Disorders	122	Mental Disorders
Virus Diseases	1047	Infections
Keratosis	274	Skin and Connective Tissue
Hepatitis	880	Digestive System
Dermatitis	269	Skin and Connective Tissue
Acne Vulgaris	547	Skin and Connective Tissue
Parkinson Disease	516	Nervous System
Peripheral Nervous System Diseases	336	Nervous System
Premature Birth	1096	Female
Depressive Disorder	549	Mental Disorders
Cardiovascular Diseases	397	Cardiovascular
Carcinoma	934	Neoplasms
Keratoconjunctivitis Sicca	244	Eye
Dry Eye Syndromes	244	Eye
Head and Neck Neoplasms	782	Neoplasms
Leukemia	402	Neoplasms
Fatty Liver	829	Digestive System
Non-alcoholic Fatty Liver Disease	829	Digestive System
Attention Deficit Disorder with Hyperactivity	1165	Mental Disorders
Osteoarthritis	305	Musculoskeletal
Peripheral Nervous System Diseases	973	Nervous System
Arthritis	807	Musculoskeletal
Epilepsy	692	Nervous System
Hypercholesterolemia	244	Nutritional and Metabolic
Mesothelioma	1307	Neoplasms
Osteoarthritis	591	Musculoskeletal
Macular Degeneration	1216	Eye
Psoriasis	346	Skin and Connective Tissue
Leukemia	731	Neoplasms
Keratosis	151	Skin and Connective Tissue
Metabolic Syndrome	579	Nutritional and Metabolic
Migraine Disorders	1246	Nervous System
Keratosis	195	Skin and Connective Tissue
Carcinoma	949	Neoplasms
Macular Edema	609	Eye
Glaucoma	432	Eye
Ocular Hypertension	432	Eye
Hypertension	432	Cardiovascular
Hypercholesterolemia	273	Nutritional and Metabolic
Arthritis	540	Musculoskeletal
Coronary Artery Disease	336	Cardiovascular
Myocardial Ischemia	336	Cardiovascular
Coronary Disease	336	Cardiovascular
Osteoarthritis	596	Musculoskeletal
Carcinoma	245	Neoplasms
Osteoarthritis	1046	Musculoskeletal
Hypertension	779	Cardiovascular
Depressive Disorder	516	Mental Disorders
Leukemia	882	Neoplasms
Neoplasms	959	Neoplasms
Dermatitis	489	Skin and Connective Tissue
Eczema	489	Skin and Connective Tissue
Hypertension	317	Cardiovascular
Virus Diseases	245	Infections
Dermatitis	457	Skin and Connective Tissue
Eczema	457	Skin and Connective Tissue
Osteoarthritis	622	Musculoskeletal
Tuberculosis	800	Infections
Liver Diseases	762	Digestive System
Fatty Liver	762	Digestive System
Non-alcoholic Fatty Liver Disease	762	Digestive System
Schizophrenia	894	Mental Disorders
Psychotic Disorders	894	Mental Disorders
Malaria	754	Infections
Anemia	343	Hemic and Lymphatic
Hepatitis	1065	Digestive System
Attention Deficit Disorder with Hyperactivity	3257	Mental Disorders
Glioblastoma	1035	Neoplasms
Neuroendocrine Tumors	1082	Neoplasms
Malaria	151	Infections
Carcinoma	943	Neoplasms
Lung Diseases	484	Respiratory Tract
Keratoconjunctivitis Sicca	858	Eye
Dry Eye Syndromes	858	Eye
Cognitive Dysfunction	1809	Mental Disorders
Osteoarthritis	481	Musculoskeletal
Hepatitis	488	Digestive System
Virus Diseases	488	Infections
Hepatitis	1096	Digestive System
Thrombocytopenia	1067	Hemic and Lymphatic
Hypercholesterolemia	1064	Nutritional and Metabolic
Arthritis	487	Musculoskeletal
Acne Vulgaris	509	Skin and Connective Tissue
Hypercholesterolemia	457	Nutritional and Metabolic
Premature Birth	790	Female
Hepatitis	1522	Digestive System
Parkinson Disease	1057	Nervous System
Tuberculosis	912	Infections
Hepatitis	1703	Digestive System
Melanoma	1048	Neoplasms
Carcinoma	940	Neoplasms
Malaria	396	Infections
Arthritis	1277	Musculoskeletal
Heart Failure	389	Cardiovascular
Carcinoma	778	Neoplasms
Psoriasis	184	Skin and Connective Tissue
Heart Failure	972	Cardiovascular
Macular Edema	596	Eye
Heart Failure	504	Cardiovascular
Glaucoma	245	Eye
Ocular Hypertension	245	Eye
Hypertension	245	Cardiovascular
Glaucoma	202	Eye
Ocular Hypertension	202	Eye
Hypertension	202	Cardiovascular
Migraine Disorders	214	Nervous System
Hepatitis	906	Digestive System
Leukemia	487	Neoplasms
Myelodysplastic Syndromes	487	Hemic and Lymphatic
Macular Degeneration	368	Eye
Macular Edema	558	Eye
Hypertension	244	Cardiovascular
Osteoarthritis	816	Musculoskeletal
Depressive Disorder	1642	Mental Disorders
Macular Degeneration	1171	Eye
Osteoarthritis	275	Musculoskeletal
Lung Diseases	708	Respiratory Tract
Melanoma	1186	Neoplasms
Virus Diseases	181	Infections
Macular Edema	366	Eye
Hypertension	640	Cardiovascular
Eczema	243	Skin and Connective Tissue
Migraine Disorders	915	Nervous System
Dermatitis	944	Skin and Connective Tissue
Eczema	944	Skin and Connective Tissue
Adenocarcinoma	1279	Neoplasms
Dermatitis	607	Skin and Connective Tissue
Glioma	486	Neoplasms
Hypertension	824	Cardiovascular
Cognitive Dysfunction	334	Mental Disorders
Motor Neuron Disease	530	Nervous System
Epilepsy	759	Nervous System
Macular Edema	495	Eye
Osteoarthritis	268	Musculoskeletal
Macular Degeneration	551	Eye
Osteoarthritis	512	Musculoskeletal
Carcinoma	322	Neoplasms
Colitis	669	Digestive System
Psoriasis	334	Skin and Connective Tissue
Parkinson Disease	718	Nervous System
Crohn Disease	852	Digestive System
Hepatitis	372	Digestive System
Melanoma	1130	Neoplasms
Macular Edema	121	Eye
Tuberculosis	639	Infections
Psoriasis	492	Skin and Connective Tissue
Dermatitis	365	Skin and Connective Tissue
Eczema	365	Skin and Connective Tissue
Motor Neuron Disease	729	Nervous System
Virus Diseases	455	Infections
Tuberculosis	852	Infections
Malaria	260	Infections
Arthritis	471	Musculoskeletal
Liver Diseases	990	Digestive System
Fatty Liver	990	Digestive System
Non-alcoholic Fatty Liver Disease	990	Digestive System
Psoriasis	304	Skin and Connective Tissue
Psoriasis	275	Skin and Connective Tissue
Psoriasis	214	Skin and Connective Tissue
Adenocarcinoma	609	Neoplasms
Cognitive Dysfunction	1156	Mental Disorders
Heart Failure	487	Cardiovascular
Hypertension	305	Cardiovascular
Carcinoma	3074	Neoplasms
Dermatitis	273	Skin and Connective Tissue
Eczema	273	Skin and Connective Tissue
Psoriasis	244	Skin and Connective Tissue
Keratosis	151	Skin and Connective Tissue
Arthritis	502	Musculoskeletal
Schizophrenia	992	Mental Disorders
Psychotic Disorders	992	Mental Disorders
Cognitive Dysfunction	212	Mental Disorders
Hypertension	404	Cardiovascular
Heart Failure	273	Cardiovascular
Acne Vulgaris	235	Skin and Connective Tissue
Parkinson Disease	396	Nervous System
Keratosis	620	Skin and Connective Tissue
Colitis	673	Digestive System
Adenocarcinoma	531	Neoplasms
Keratosis	304	Skin and Connective Tissue
Osteoarthritis	419	Musculoskeletal
Thrombocytopenia	365	Hemic and Lymphatic
Osteoarthritis	1187	Musculoskeletal
Malaria	731	Infections
Osteoarthritis	519	Musculoskeletal
Parkinson Disease	846	Nervous System
Depressive Disorder	396	Mental Disorders
Primary Myelofibrosis	1186	Hemic and Lymphatic
Myeloproliferative Disorders	1186	Hemic and Lymphatic
Attention Deficit Disorder with Hyperactivity	239	Mental Disorders
Heart Failure	553	Cardiovascular
Peripheral Nervous System Diseases	549	Nervous System
Heart Failure	390	Cardiovascular
Glaucoma	285	Eye
Ocular Hypertension	285	Eye
Hypertension	285	Cardiovascular
Malaria	184	Infections
Virus Diseases	275	Infections
Arthritis	661	Musculoskeletal
Parkinson Disease	245	Nervous System
Dermatitis	725	Skin and Connective Tissue
Malaria	393	Infections
Osteoarthritis	365	Musculoskeletal
Glioma	1126	Neoplasms
Graft vs Host Disease	700	Immune System
Carcinoma	363	Neoplasms
Osteoarthritis	365	Musculoskeletal
Arthritis	735	Musculoskeletal
Mesothelioma	1034	Neoplasms
Osteoarthritis	365	Musculoskeletal
Virus Diseases	607	Infections
Carcinoma	2191	Neoplasms
Adenocarcinoma	1086	Neoplasms
Dermatitis	516	Skin and Connective Tissue
Eczema	516	Skin and Connective Tissue
Dermatitis	223	Skin and Connective Tissue
Eczema	223	Skin and Connective Tissue
Arthritis	516	Musculoskeletal
Migraine Disorders	594	Nervous System
Malaria	123	Infections
Psoriasis	914	Skin and Connective Tissue
Hepatitis	637	Digestive System
Carcinoma	1023	Neoplasms
Fatty Liver	344	Digestive System
Non-alcoholic Fatty Liver Disease	344	Digestive System
Migraine Disorders	447	Nervous System
Thrombocytopenia	700	Hemic and Lymphatic
Head and Neck Neoplasms	791	Neoplasms
Motor Neuron Disease	791	Nervous System
Dermatitis	497	Skin and Connective Tissue
Eczema	497	Skin and Connective Tissue
Psoriasis	199	Skin and Connective Tissue
Virus Diseases	821	Infections
Leukemia	1034	Neoplasms
Adenocarcinoma	335	Neoplasms
Irritable Bowel Syndrome	668	Digestive System
Heart Diseases	273	Cardiovascular
Psoriasis	966	Skin and Connective Tissue
Glaucoma	730	Eye
Colitis	944	Digestive System
Malaria	507	Infections
Psoriasis	334	Skin and Connective Tissue
Anemia	422	Hemic and Lymphatic
Hypertension	212	Cardiovascular
Leukemia	1014	Neoplasms
Hypercholesterolemia	890	Nutritional and Metabolic
Dermatitis	561	Skin and Connective Tissue
Parkinson Disease	396	Nervous System
Hypertension	604	Cardiovascular
Fatty Liver	861	Digestive System
Non-alcoholic Fatty Liver Disease	861	Digestive System
Dermatitis	273	Skin and Connective Tissue
Eczema	273	Skin and Connective Tissue
Macular Edema	265	Eye
Macular Degeneration	264	Eye
Heart Failure	403	Cardiovascular
Depressive Disorder	1034	Mental Disorders
Dermatitis	577	Skin and Connective Tissue
Eczema	577	Skin and Connective Tissue
Schizophrenia	426	Mental Disorders
Bipolar Disorder	426	Mental Disorders
Psychotic Disorders	426	Mental Disorders
Psoriasis	366	Skin and Connective Tissue
Psoriasis	409	Skin and Connective Tissue
Dermatitis	498	Skin and Connective Tissue
Eczema	498	Skin and Connective Tissue
Parkinson Disease	1606	Nervous System
Psoriasis	504	Skin and Connective Tissue
Psoriasis	540	Skin and Connective Tissue
Hypertension	456	Cardiovascular
Dermatitis	250	Skin and Connective Tissue
Eczema	250	Skin and Connective Tissue
Acne Vulgaris	445	Skin and Connective Tissue
Autistic Disorder	488	Mental Disorders
Lung Diseases	123	Respiratory Tract
Macular Edema	162	Eye
Dermatitis	286	Skin and Connective Tissue
Eczema	286	Skin and Connective Tissue
Dermatitis	244	Skin and Connective Tissue
Eczema	244	Skin and Connective Tissue
Keratoconjunctivitis Sicca	275	Eye
Dry Eye Syndromes	275	Eye
Depressive Disorder	1096	Mental Disorders
Heart Failure	637	Cardiovascular
Hypersensitivity	489	Immune System
Arthritis	649	Musculoskeletal
Depressive Disorder	212	Mental Disorders
Hypersensitivity	455	Immune System
Fatty Liver	942	Digestive System
Non-alcoholic Fatty Liver Disease	942	Digestive System
Carcinoma	609	Neoplasms
Dermatitis	828	Skin and Connective Tissue
Eczema	828	Skin and Connective Tissue
Malaria	173	Infections
Virus Diseases	763	Infections
Hepatitis	689	Digestive System
Carcinoma	553	Neoplasms
Attention Deficit Disorder with Hyperactivity	148	Mental Disorders
Arthritis	404	Musculoskeletal
Arthritis	364	Musculoskeletal
Hypertension	791	Cardiovascular
Hepatitis	838	Digestive System
Psoriasis	308	Skin and Connective Tissue
Colitis	300	Digestive System
Leukemia	3075	Neoplasms
Glioblastoma	974	Neoplasms
Arthritis	1107	Musculoskeletal
Hypercholesterolemia	664	Nutritional and Metabolic
Osteoarthritis	304	Musculoskeletal
Primary Myelofibrosis	724	Hemic and Lymphatic
Osteoarthritis	1279	Musculoskeletal
Acne Vulgaris	169	Skin and Connective Tissue
Acne Vulgaris	305	Skin and Connective Tissue
Parkinson Disease	463	Nervous System
Hypertension	278	Cardiovascular
Anemia	505	Hemic and Lymphatic
Liver Diseases	769	Digestive System
Fatty Liver	769	Digestive System
Non-alcoholic Fatty Liver Disease	769	Digestive System
Melanoma	1036	Neoplasms
Hepatitis	1029	Digestive System
Leukemia	837	Neoplasms
Arthritis	638	Musculoskeletal
Parkinson Disease	291	Nervous System
Arthritis	973	Musculoskeletal
Osteoarthritis	475	Musculoskeletal
Psoriasis	455	Skin and Connective Tissue
Arthritis	357	Musculoskeletal
Schizophrenia	603	Mental Disorders
Arthritis	638	Musculoskeletal
Schizophrenia	1088	Mental Disorders
Schizophrenia	728	Mental Disorders
Liver Diseases	854	Digestive System
Dermatitis	479	Skin and Connective Tissue
Eczema	479	Skin and Connective Tissue
Dyslipidemias	313	Nutritional and Metabolic
Psoriasis	276	Skin and Connective Tissue
Schizophrenia	1107	Mental Disorders
Cognitive Dysfunction	1107	Mental Disorders
Virus Diseases	452	Infections
Osteoarthritis	608	Musculoskeletal
Migraine Disorders	800	Nervous System
Depressive Disorder	669	Mental Disorders
Dermatitis	151	Skin and Connective Tissue
Eczema	151	Skin and Connective Tissue
Hepatitis	397	Digestive System
Hepatitis	550	Digestive System
Hepatitis	995	Digestive System
Epilepsy	445	Nervous System
Conjunctivitis	792	Eye
Arthritis	959	Musculoskeletal
Arthritis	592	Musculoskeletal
Graft vs Host Disease	973	Immune System
Psoriasis	565	Skin and Connective Tissue
Depressive Disorder	328	Mental Disorders
Acne Vulgaris	334	Skin and Connective Tissue
Conjunctivitis	151	Eye
Leukemia	652	Neoplasms
Macular Edema	518	Eye
Epilepsy	500	Nervous System
Hepatitis	502	Digestive System
Virus Diseases	502	Infections
Psoriasis	474	Skin and Connective Tissue
Psoriasis	211	Skin and Connective Tissue
Psoriasis	277	Skin and Connective Tissue
Psoriasis	639	Skin and Connective Tissue
Dermatitis	466	Skin and Connective Tissue
Eczema	466	Skin and Connective Tissue
Bipolar Disorder	646	Mental Disorders
Glioblastoma	488	Neoplasms
Acne Vulgaris	214	Skin and Connective Tissue
Macular Degeneration	877	Eye
Lung Diseases	528	Respiratory Tract
Neoplasms	869	Neoplasms
Osteoarthritis	453	Musculoskeletal
Hypercholesterolemia	340	Nutritional and Metabolic
Macular Degeneration	426	Eye
Conjunctivitis	335	Eye
Adenocarcinoma	426	Neoplasms
Adenocarcinoma	666	Neoplasms
Malaria	261	Infections
Heart Failure	448	Cardiovascular
Virus Diseases	688	Infections
Cardiovascular Diseases	283	Cardiovascular
Dermatitis	146	Skin and Connective Tissue
